UniProt AC,UniProt ID,Amino Acids,UniProt RecName,UniProt Keywords,Source,SimChrom
P15927,RFA2_HUMAN,270,Replication protein A 32 kDa subunit,3D-structure; Acetylation; Alternative splicing; Direct protein sequencing;DNA damage; DNA recombination; DNA repair; DNA replication; DNA-binding;Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome;Ubl conjugation.,Gene Ontology,DNA replication;DNA repair;Telomere-associated
Q14152,EIF3A_HUMAN,1382,Eukaryotic translation initiation factor 3 subunit A {ECO:0000255|HAMAP-Rule:MF_03000},3D-structure; Acetylation; Alternative splicing; Coiled coil; Cytoplasm;Direct protein sequencing; Host-virus interaction; Initiation factor;Phosphoprotein; Protein biosynthesis; Reference proteome; Repeat;RNA-binding.,Gene Ontology,
O75832,PSD10_HUMAN,226,26S proteasome non-ATPase regulatory subunit 10,3D-structure; Alternative splicing; ANK repeat; Apoptosis; Chaperone;Cytoplasm; Nucleus; Reference proteome; Repeat.,Gene Ontology,
P55010,IF5_HUMAN,431,Eukaryotic translation initiation factor 5,3D-structure; Cytoplasm; GTP-binding; GTPase activation; Initiation factor;Isopeptide bond; Nucleotide-binding; Phosphoprotein; Protein biosynthesis;Reference proteome; Ubl conjugation.,Gene Ontology,
Q7RTV0,PHF5A_HUMAN,110,PHD finger-like domain-containing protein 5A,3D-structure; Acetylation; Activator; DNA-binding; Metal-binding;mRNA processing; mRNA splicing; Nucleus; Phosphoprotein;Reference proteome; RNA-binding; Spliceosome; Transcription;Transcription regulation; Zinc.,Gene Ontology,RNA processing
Q15047,SETB1_HUMAN,1291,Histone-lysine N-methyltransferase SETDB1 {ECO:0000305},3D-structure; Alternative splicing; Chromatin regulator; Chromosome;Coiled coil; Cytoplasm; Isopeptide bond; Metal-binding; Methylation;Methyltransferase; Nucleus; Phosphoprotein; Reference proteome; Repeat;Repressor; S-adenosyl-L-methionine; Transcription;Transcription regulation; Transferase; Ubl conjugation; Zinc.,STRING,Histone modification;Histone PTM writers
Q86WV5,TEN1L_HUMAN,123,CST complex subunit TEN1,3D-structure; Chromosome; DNA-binding; Nucleus; Reference proteome;Telomere.,Gene Ontology,Telomere-associated
P10589,COT1_HUMAN,423,COUP transcription factor 1,3D-structure; Activator; Direct protein sequencing; Disease variant;DNA-binding; Metal-binding; Nucleus; Receptor; Reference proteome;Repressor; Transcription; Transcription regulation; Zinc; Zinc-finger.,Gene Ontology,Nuclear hormone receptors;DNA-binding transcription factors
P29375,KDM5A_HUMAN,1690,Lysine-specific demethylase 5A,3D-structure; Activator; Alternative splicing; Biological rhythms;Chromatin regulator; Chromosomal rearrangement; Developmental protein;Dioxygenase; Iron; Isopeptide bond; Metal-binding; Nucleus; Oxidoreductase;Phosphoprotein; Reference proteome; Repeat; Transcription;Transcription regulation; Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,Histone PTM readers;Histone modification;Histone PTM erasers
Q13895,BYST_HUMAN,437,Bystin {ECO:0000305},3D-structure; Cytoplasm; Methylation; Nucleus; Phosphoprotein;Reference proteome; Ribosome biogenesis.,Gene Ontology,Preribosome-associated
P19525,E2AK2_HUMAN,551,"Interferon-induced, double-stranded RNA-activated protein kinase",3D-structure; Acetylation; Alternative splicing; Antiviral defense;ATP-binding; Cytoplasm; Direct protein sequencing; Disease variant;Dystonia; Host-virus interaction; Immunity; Innate immunity;Isopeptide bond; Kinase; Magnesium; Nucleotide-binding; Nucleus;Phosphoprotein; Reference proteome; Repeat; RNA-binding;Serine/threonine-protein kinase; Transcription; Transcription regulation;Transferase; Tyrosine-protein kinase; Ubl conjugation.,Gene Ontology,
P05067,A4_HUMAN,770,C31,3D-structure; Alternative splicing; Alzheimer disease; Amyloid;Amyloidosis; Apoptosis; Cell adhesion; Cell membrane; Cell projection;Coated pit; Copper; Cytoplasm; Cytoplasmic vesicle;Direct protein sequencing; Disease variant; Disulfide bond; Endocytosis;Endoplasmic reticulum; Endosome; Glycoprotein; Golgi apparatus;Heparin-binding; Iron; Isopeptide bond; Membrane; Metal-binding;Neurodegeneration; Notch signaling pathway; Nucleus; Oxidation;Phosphoprotein; Protease inhibitor; Proteoglycan; Reference proteome;Secreted; Serine protease inhibitor; Signal; Sulfation; Transmembrane;Transmembrane helix; Ubl conjugation; Zinc.,Gene Ontology,
Q8WWY3,PRP31_HUMAN,499,U4/U6 small nuclear ribonucleoprotein Prp31,3D-structure; Acetylation; Alternative splicing; Coiled coil;Direct protein sequencing; Disease variant; Isopeptide bond;mRNA processing; mRNA splicing; Nucleus; Phosphoprotein;Reference proteome; Retinitis pigmentosa; Ribonucleoprotein; RNA-binding;Spliceosome; Ubl conjugation.,Gene Ontology,RNA processing
O43290,SNUT1_HUMAN,800,U4/U6.U5 tri-snRNP-associated protein 1,3D-structure; Allergen; Alternative splicing; Coiled coil; Isopeptide bond;mRNA processing; mRNA splicing; Nucleus; Phosphoprotein;Reference proteome; Spliceosome; Ubl conjugation.,Gene Ontology,RNA processing
Q96EL2,RT24_HUMAN,167,Small ribosomal subunit protein uS3m {ECO:0000303|PubMed:25838379},3D-structure; Mitochondrion; Reference proteome; Ribonucleoprotein;Ribosomal protein; Transit peptide.,Gene Ontology,
Q9UBT6,POLK_HUMAN,870,DNA polymerase kappa,3D-structure; Alternative splicing; DNA damage; DNA repair;DNA replication; DNA synthesis; DNA-binding; DNA-directed DNA polymerase;Magnesium; Metal-binding; Mutator protein; Nucleotidyltransferase; Nucleus;Reference proteome; Repeat; Schiff base; Transferase; Zinc; Zinc-finger.,Gene Ontology,DNA replication;DNA repair;DNA-modifying enzymes
Q9Y2T7,YBOX2_HUMAN,364,Y-box-binding protein 2,3D-structure; Cytoplasm; DNA-binding; Nucleus; Phosphoprotein;Reference proteome; RNA-binding.,Gene Ontology,DNA-templated transcription
Q9Y4B6,DCAF1_HUMAN,1507,DDB1- and CUL4-associated factor 1 {ECO:0000312|HGNC:HGNC:30911},3D-structure; Acetylation; Alternative splicing; ATP-binding;Chromatin regulator; Cytoplasm; Direct protein sequencing;Host-virus interaction; Kinase; Nucleotide-binding; Nucleus;Phosphoprotein; Reference proteome; Repeat;Serine/threonine-protein kinase; Transcription; Transcription regulation;Transferase; Ubl conjugation pathway; WD repeat.,Gene Ontology,Histone modification
P68104,EF1A1_HUMAN,462,Elongation factor 1-alpha 1,3D-structure; Acetylation; Cell membrane; Cytoplasm;Direct protein sequencing; Elongation factor; GTP-binding;Host-virus interaction; Hydrolase; Isopeptide bond; Membrane; Methylation;Nucleotide-binding; Nucleus; Phosphoprotein; Protein biosynthesis;Reference proteome; Transcription; Transcription regulation;Ubl conjugation.,Gene Ontology,
Q13601,KRR1_HUMAN,381,KRR1 small subunit processome component homolog,3D-structure; Acetylation; Alternative splicing; Cytoplasm;Direct protein sequencing; Isopeptide bond; Nucleus; Phosphoprotein;Reference proteome; Ribonucleoprotein; Ribosome biogenesis; RNA-binding;rRNA processing; Ubl conjugation.,Gene Ontology,Preribosome-associated
Q86TG7,PEG10_HUMAN,708,Retrotransposon-derived protein PEG10 {ECO:0000305},3D-structure; Alternative initiation; Apoptosis; Coiled coil; Cytoplasm;Differentiation; DNA-binding; Isopeptide bond; Membrane; Metal-binding;Methylation; Nucleus; Phosphoprotein; Reference proteome;Ribosomal frameshifting; RNA-binding; Transport; Transposable element;Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,
P49761,CLK3_HUMAN,638,Dual specificity protein kinase CLK3,3D-structure; Alternative splicing; ATP-binding; Cytoplasm;Cytoplasmic vesicle; Kinase; Nucleotide-binding; Nucleus; Phosphoprotein;Reference proteome; Serine/threonine-protein kinase; Transferase;Tyrosine-protein kinase.,Gene Ontology,
Q96KM6,Z512B_HUMAN,892,Zinc finger protein 512B,3D-structure; DNA-binding; Metal-binding; Nucleus; Phosphoprotein;Reference proteome; Repeat; Transcription; Transcription regulation; Zinc;Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q9Y421,FA32A_HUMAN,112,Protein FAM32A,3D-structure; Alternative splicing; Apoptosis; Cell cycle; Nucleus;Reference proteome.,Gene Ontology,
P39748,FEN1_HUMAN,380,Flap endonuclease 1 {ECO:0000255|HAMAP-Rule:MF_03140},3D-structure; Acetylation; Alternative initiation;Direct protein sequencing; DNA damage; DNA repair; DNA replication;Endonuclease; Exonuclease; Hydrolase; Magnesium; Metal-binding;Methylation; Mitochondrion; Nuclease; Nucleus; Phosphoprotein;Reference proteome.,Gene Ontology,DNA replication;DNA repair;Telomere-associated;DNA-modifying enzymes
Q969S3,ZN622_HUMAN,477,Cytoplasmic 60S subunit biogenesis factor ZNF622 {ECO:0000305},3D-structure; Acetylation; Cytoplasm; Metal-binding; Nucleus;Phosphoprotein; Reference proteome; Repeat; Ribosome biogenesis;Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,
Q15269,PWP2_HUMAN,919,Periodic tryptophan protein 2 homolog,3D-structure; Nucleus; Phosphoprotein; Reference proteome; Repeat;WD repeat.,Gene Ontology,Preribosome-associated
P27797,CALR_HUMAN,417,Calreticulin {ECO:0000303|PubMed:9427624},3D-structure; Acetylation; Calcium; Chaperone; Cytoplasm;Cytoplasmic vesicle; Direct protein sequencing; Disulfide bond;Endoplasmic reticulum; Extracellular matrix; Glycoprotein; Hydroxylation;Lectin; Lysosome; Metal-binding; Reference proteome; Repeat;Sarcoplasmic reticulum; Secreted; Signal; Zinc.,Gene Ontology,
P33240,CSTF2_HUMAN,577,Cleavage stimulation factor subunit 2,3D-structure; Alternative splicing; Isopeptide bond; Methylation;mRNA processing; Nucleus; Phosphoprotein; Reference proteome; Repeat;RNA-binding; Ubl conjugation.,Gene Ontology,RNA processing
Q9BRZ2,TRI56_HUMAN,755,E3 ubiquitin-protein ligase TRIM56 {ECO:0000305},3D-structure; Alternative splicing; Antiviral defense; Coiled coil;Cytoplasm; Immunity; Innate immunity; Metal-binding; Phosphoprotein;Reference proteome; Repeat; Transferase; Ubl conjugation;Ubl conjugation pathway; Zinc; Zinc-finger.,Gene Ontology,
P78549,NTH_HUMAN,312,Endonuclease III-like protein 1 {ECO:0000255|HAMAP-Rule:MF_03183},3D-structure; 4Fe-4S; Alternative initiation; Direct protein sequencing;DNA damage; DNA repair; Glycosidase; Hydrolase; Iron; Iron-sulfur; Lyase;Metal-binding; Mitochondrion; Nucleus; Phosphoprotein; Reference proteome;Transit peptide; Ubl conjugation.,Gene Ontology,DNA repair;DNA-modifying enzymes
P10074,TZAP_HUMAN,688,Telomere zinc finger-associated protein {ECO:0000303|PubMed:28082411},3D-structure; Activator; Chromosome; DNA-binding; Isopeptide bond;Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat;Telomere; Transcription; Transcription regulation; Ubl conjugation; Zinc;Zinc-finger.,Gene Ontology,Telomere-associated;DNA-binding transcription factors
P49459,UBE2A_HUMAN,152,Ubiquitin-conjugating enzyme E2 A,3D-structure; Alternative splicing; ATP-binding; Chromatin regulator;Disease variant; DNA damage; DNA repair; Intellectual disability;Nucleotide-binding; Phosphoprotein; Reference proteome; Transferase;Ubl conjugation pathway.,Gene Ontology,Histone modification;DNA repair
Q5T1V6,DDX59_HUMAN,619,Probable ATP-dependent RNA helicase DDX59,3D-structure; Alternative splicing; ATP-binding; Ciliopathy; Cytoplasm;Disease variant; Helicase; Hydrolase; Isopeptide bond; Metal-binding;Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome;RNA-binding; Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,
O95166,GBRAP_HUMAN,117,Gamma-aminobutyric acid receptor-associated protein {ECO:0000305},3D-structure; Apoptosis; Autophagy; Cytoplasm; Cytoplasmic vesicle;Cytoskeleton; Golgi apparatus; Lipoprotein; Membrane; Microtubule;Protein transport; Reference proteome; Transport.,Gene Ontology,
Q6P1L8,RM14_HUMAN,145,Large ribosomal subunit protein uL14m {ECO:0000303|PubMed:25278503},3D-structure; Mitochondrion; Reference proteome; Ribonucleoprotein;Ribosomal protein; Transit peptide.,Gene Ontology,
P07199,CENPB_HUMAN,599,Major centromere autoantigen B,3D-structure; ADP-ribosylation; Centromere; Chromosome; DNA-binding;Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Reference proteome;Ubl conjugation.,Gene Ontology,Centromere-associated;Heterochromatin-associated
Q12996,CSTF3_HUMAN,717,Cleavage stimulation factor subunit 3,3D-structure; Acetylation; Alternative splicing; mRNA processing; Nucleus;Phosphoprotein; Reference proteome; Repeat.,Gene Ontology,RNA processing
Q14692,BMS1_HUMAN,1282,Ribosome biogenesis protein BMS1 homolog,3D-structure; ATP-binding; Disease variant; Ectodermal dysplasia;GTP-binding; Isopeptide bond; Nucleotide-binding; Nucleus; Phosphoprotein;Reference proteome; Ribosome biogenesis; Ubl conjugation.,Gene Ontology,
P04053,TDT_HUMAN,509,DNA nucleotidylexotransferase,3D-structure; Alternative splicing; Magnesium; Metal-binding;Nucleotidyltransferase; Nucleus; Phosphoprotein; Reference proteome;Terminal addition; Transferase.,Gene Ontology,DNA repair;Euchromatin-associated;DNA-modifying enzymes
Q9Y235,ABEC2_HUMAN,224,C->U-editing enzyme APOBEC-2,3D-structure; Hydrolase; Metal-binding; mRNA processing;Reference proteome; Zinc.,Gene Ontology,DNA-templated transcription
Q14974,IMB1_HUMAN,876,Importin subunit beta-1,3D-structure; Acetylation; ADP-ribosylation; Alternative splicing;Cytoplasm; Direct protein sequencing; Host-virus interaction; Nucleus;Phosphoprotein; Protein transport; Reference proteome; Repeat; Transport.,Gene Ontology,
Q12905,ILF2_HUMAN,390,Interleukin enhancer-binding factor 2,Activator; Cytoplasm; Direct protein sequencing; DNA-binding;Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Reference proteome;Transcription; Transcription regulation; Ubl conjugation.,BioGRID,
Q13118,KLF10_HUMAN,480,Krueppel-like factor 10,3D-structure; Alternative splicing; Biological rhythms; DNA-binding;Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat;Repressor; Transcription; Transcription regulation; Ubl conjugation; Zinc;Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q5TAX3,TUT4_HUMAN,1644,Terminal uridylyltransferase 4 {ECO:0000305},3D-structure; Alternative splicing; Cytoplasm; Magnesium; Manganese;Metal-binding; Methylation; Nucleotidyltransferase; Nucleus;Phosphoprotein; Reference proteome; Repeat; RNA-mediated gene silencing;Transferase; Zinc; Zinc-finger.,Gene Ontology,
Q9BSD7,NTPCR_HUMAN,190,Cancer-related nucleoside-triphosphatase {ECO:0000305},3D-structure; Acetylation; ATP-binding; Hydrolase; Nucleotide-binding;Reference proteome.,Gene Ontology,
Q9H2U1,DHX36_HUMAN,1008,ATP-dependent DNA/RNA helicase DHX36 {ECO:0000305},3D-structure; Acetylation; Activator; Alternative splicing;Antiviral defense; ATP-binding; Cell projection; Chromosome; Coiled coil;Cytoplasm; Developmental protein; Differentiation; DNA-binding; Helicase;Hydrolase; Immunity; Innate immunity; Magnesium; Metal-binding;Mitochondrion; Nucleotide-binding; Nucleus; Phosphoprotein;Reference proteome; Repeat; Repressor; RNA-binding; Telomere;Transcription; Transcription regulation; Translation regulation; Transport.,Gene Ontology,Telomere-associated;DNA-modifying enzymes
P09914,IFIT1_HUMAN,478,Interferon-induced protein with tetratricopeptide repeats 1,3D-structure; Alternative splicing; Antiviral defense; Cytoplasm;Host-virus interaction; Immunity; Innate immunity; Phosphoprotein;Reference proteome; Repeat; RNA-binding; TPR repeat; Ubl conjugation.,Gene Ontology,
Q96QU1,PCD15_HUMAN,1955,Protocadherin-15,3D-structure; Alternative splicing; Calcium; Cell adhesion; Cell membrane;Deafness; Disease variant; Disulfide bond; Glycoprotein; Hearing; Membrane;Non-syndromic deafness; Reference proteome; Repeat; Retinitis pigmentosa;Secreted; Signal; Transmembrane; Transmembrane helix; Usher syndrome.,BioGRID,
Q14149,MORC3_HUMAN,939,MORC family CW-type zinc finger protein 3,3D-structure; Chromosome; Coiled coil; Host-virus interaction; Immunity;Innate immunity; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein;Reference proteome; RNA-binding; Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,Histone PTM readers
Q92769,HDAC2_HUMAN,488,Histone deacetylase 2 {ECO:0000305},3D-structure; Acetylation; Alternative splicing; Biological rhythms;Chromatin regulator; Cytoplasm; Hydrolase; Isopeptide bond; Nucleus;Phosphoprotein; Reference proteome; Repressor; S-nitrosylation;Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,Histone modification;Histone PTM erasers;Chromatin remodelers;Telomere-associated
Q9Y580,RBM7_HUMAN,266,RNA-binding protein 7 {ECO:0000305},3D-structure; Acetylation; Disease variant; Meiosis; Methylation; Nucleus;Phosphoprotein; Reference proteome; RNA-binding.,Gene Ontology,
Q9BXP5,SRRT_HUMAN,876,Serrate RNA effector molecule homolog,3D-structure; Acetylation; Activator; Alternative splicing; Cytoplasm;Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Reference proteome;RNA-mediated gene silencing; Transcription; Transcription regulation;Ubl conjugation.,Gene Ontology,RNA processing
P42224,STAT1_HUMAN,750,Signal transducer and activator of transcription 1-alpha/beta,3D-structure; Acetylation; Activator; ADP-ribosylation;Alternative splicing; Antiviral defense; Coiled coil; Cytoplasm;Direct protein sequencing; Disease variant; DNA-binding;Host-virus interaction; Isopeptide bond; Methylation; Nucleus;Phosphoprotein; Reference proteome; SH2 domain; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,Regulation of transcription;DNA-binding transcription factors
P53803,RPAB4_HUMAN,58,"DNA-directed RNA polymerases I, II, and III subunit RPABC4",3D-structure; DNA-directed RNA polymerase; Metal-binding; Nucleus;Reference proteome; Transcription; Zinc; Zinc-finger.,Gene Ontology,RNA polymerases;DNA-templated transcription
